id,url,label,
106,http://www.dentaltrading.ru/nowapa/kal.html,Die,
107,https://channelhub.info/8288fb32bx74c944d6n90def6cfj8b1bc461.html,CH,
108,https://www.hjqrc.cn/,FIN,
109,https://www.qzsqr.cn/,FIN,
110,https://channelhub.info/8663eae85xb64b43c8n91faa996j6cc17fdd.html,CH,
111,https://www.nrjpo.cn/,FIN,
112,https://www.manac.cn/,FIN,
113,https://www.wwcnu.cn/,FIN,
114,https://www.vgzjy.cn/,FIN,
115,https://www.usost.cn/,FIN,
116,https://ambil-kupon.gih1.my.id/,Die,
117,https://fsrivall.japxsa.top/,PII,
118,https://fsttvll.nt-japx.top/,PII,
119,http://fsstvll.kl-site.top/,PII,
120,https://fstvll.kl-site.top/,PII,
121,https://festival.cy-ldd.top/,PII,
122,http://fstival.cy-ldd.top/,PII,
123,https://www.baqgq.cn/,FIN,
124,https://fatblockerpills.com/,Die,
125,https://bagii.cy-ldd.top/,CH,
126,http://pub-875a540e589c4c23bd253387d7f3d670.r2.dev/index.html,Die,
127,https://www.fkyqs.cn/,FIN,
128,https://www.iuebr.cn/,FIN,
129,https://www.bjvyr.cn/,FIN,
130,https://www.gkebl.cn/,FIN,
131,http://pub-053f50d7c2534d4ba8e60219f5c91f45.r2.dev/index.html,Die,
132,http://pub-4cf7d8680ce34fef8e3bdf0d9756021f.r2.dev/index.html,Die,
133,https://www.raaxw.cn/,FIN,
134,https://channelhub.info/8aed46351x0a7a4a16n8e1856cfjfd9bcdff.html,CH,
135,http://pub-7ce6eba937da4f1d84efd0ff95a93873.r2.dev/index.html,Die,
136,http://pub-7d4f94914c7b474480507ba35e67ecae.r2.dev/index.html,Die,
137,https://liteblue-usps-gov.us/,CH,
138,http://pub-5c880ced618e4a91bcbc54d83e042166.r2.dev/index.html,Die,
139,http://pub-c58e5ae2938943898f6d4b74f93641d7.r2.dev/index.html,Die,
140,https://channelhub.info/88dc1a6c8x85e54d3an95f5d8c2je9b5336b.html,CH,
141,https://secure-blockfc-ccdn.webflow.io/,CH,
142,http://pub-d410c59fa57b46f0b8ab2e04e54dd074.r2.dev/healie.html,Die,
143,http://pub-60bae3191aae498a97581cde4b460819.r2.dev/index.html,Die,
144,http://jempolan20-250.141mj.web.id/,Die,
145,http://www.nlkxm.cn/,FIN,
146,http://www.iuijj.cn/,FIN,
147,http://pub-8bd7eeae8531405a9fd28abc5a27aeae.r2.dev/index.html,Die,
148,http://accounts.marketwebb.com/en/login/,CH,
149,http://instagram.archive.com.im/video/6426554922/,Die,
150,http://www.zmienaktualizacje.win/,CH,
151,http://www.trainingcyber.com/cyberheroes/?lang=en,Die,
152,http://pub-98171471e0944ac3a5820ef719bf0640.r2.dev/index.html,,
153,http://pub-da5ed47bc81540d28f5c8ae3223c93f1.r2.dev/index.html,,
154,http://pub-74b351f44b8f484b8f04b6db2fb59ffa.r2.dev/index.html,,
155,http://pub-a20aefa2dae846bf9e646c61874b02a4.r2.dev/index.html,,
156,http://pub-69d2c56782eb4e2aa9910179d35a7dde.r2.dev/index.html,,
157,https://app.1inh.io-n3.icu/en,,
158,http://meta-ads-manager-facebook-support-business-id200018259363.vercel.app/facebook.html,,
159,http://adams894a856ca85.pages.dev/,,
160,https://ektakhokhar.github.io/amazon-homepage-UI/,,
161,http://pub-783fdf92836240fa96dda87e23c5c881.r2.dev/index.html,,
162,http://pub-aeaf04d1f9344e0e9aa24e302c38e4aa.r2.dev/index.html,,
163,http://pub-1af224d116c641ce8d956b46afb00b81.r2.dev/index.html,,
164,http://pub-3d117ebe3cd14d468cbae1d1257468a8.r2.dev/index.html,,
165,http://notflix.deruwe.me/,,
166,https://www.imtokexn.im/,,
167,https://www.imtokexn.im/security,,
168,https://htttprackspacecomphpp.weebly.com/,,
169,http://vkfbnkmoblkmpny.duckdns.org/,,
170,http://adsphereillegalpost.vercel.app/zL20=vMDFjs&sdentry=ttu&g_ep=EgoyMDI1MDM.html/index.html,,
171,http://fufu.akuanakmamah.de.midas-shop.merchats.com/,,
172,https://facebook-clone-react-project-1-mkrxzeo3o2hi.vercel.app/signup,,
173,https://channelhub.info/8cde64351xcaae4ae2n8a3184f5j1d4d5b95.html,,
174,https://tq.ejsbvi0.za.com/,,
175,https://tq.ejsbvi0.za.com/otp2.html,,
176,https://tq.ejsbvi0.za.com/personal.html,,
177,https://www.emvzb.cn/,,
178,http://at-t-b2975a.webflow.io/,,
179,https://registerf-kp0nfstvl.pages.dev/a,,
180,https://microsoft.design/news-and-stories/,,
181,https://microsoft.design/articles/weaving-the-strange-the-art-and-alchemy-of-xboxs-south-of-midnight,,
182,https://microsoft.design/news-and-stories/category/design-thinking/,,
183,https://microsoft.design/news-and-stories/category/ux-ui/,,
184,https://microsoft.design/resources/,,
185,https://microsoft.design/news-and-stories/category/visual-design/,,
186,https://microsoft.design/news-and-stories/category/profiles/,,
187,https://microsoft.design/culture-and-careers/,,
188,https://microsoft.design/articles/the-hidden-power-of-typography/,,
189,https://microsoft.design/articles/windows-ux-in-an-ai-driven-world/,,
190,https://securepage.cloud/8a824b35fxd01c4687n830b8e81j88dabb74.html,,
191,https://findyourphone.org/WrVJ8/,,
192,https://joaquimpsantos.pt/1945/AZ-ULTIMATE-LINKEDIN/index.html,,
193,https://trerezrddsallet.webflow.io/,,
194,https://rakan87900.m-pages.com/Bq4r7m/raaakaaan,,
195,https://trezurrwlate.webflow.io/,,
196,https://www.5510008.net/,,
197,http://661zzhm.sbs/,,
198,http://63diehm.sbs/,,
199,https://subinfoment.hosted.phplist.com/lists/lt.php?tid=eB8AAgFUBwgDARlcBgBXS1FVBgcbAwVRAR5QUVRTAA4GAlRWVApPUFcABFVaDVNLAABbARtWVQNUHgoDVFhMAAYGAVQGV1cAAlQDGQBWUgNcUloGGwRXAFceB18GU0wAVAFSGltRBwIGVldTBlNSXw,,
200,http://655sqwhm.sbs/,,
201,http://eee06hm.sbs/,,
202,https://paypal-redeem.vercel.app/,,
203,http://98kuihm.sbs/,,
204,http://70cenhm.sbs/,,
205,https://www.airclaims.net/,,
206,https://joaquimpsantos.pt/0022/AZ-ULTIMATE-LINKEDIN/index.html,,
207,https://financialswingcoach.com/amz/?lptoken=174f443c17a535bc7273&cep=N4Igdgpg7g+gFgSwC4wQExALhGghhARgBYAjATgAYBaADgoDN6qiA2Eo2gJgGMIqBmQUXoQ8JfgFYyIADQgAbggDOyVBmxoIZAOzaCZPiW4VtzbkW5UyNYgInaK/emkloiEWQuWqkCALYQSki4fgAOWCCcFJwSVBQcFGQAKvGYiZj8nAB0BPw0AFqeiipIAPYATmoRuEQE5gQs1Nr0NCzMnGimJBIsnFQEnI3cugS43BIYctwhobgIAOZgVdgs2hDT7jQSMRI0uBQUAxT4epyeYKWayyAUMBTnlxAwSACeoR7YADK4YGgIYPMHlduHA5mAsABtG53EAAXTkoXKgQgABt1khRDALposKBXu8It9fv9AXJguV5hAUOgIqs0AwiNZcPSiPwiAcBpxOCQKDygU8adhbvc5JAAB5IXEgfEfEAAeUYEHKnnJlOp6hAq3WuDp3DQEiI2iih04dW49Hi/OuwphoogEqwYAAriiUQBfN1TUH/GChUolBClcGYUDcJ3lJFgJAAOUeAElfvasBQ5CRyj8QQm/rwlJDYZ6QMoYEi/kjuJLMEhyk6IHIAI5KcIhkDM+QwaZhOaLa7AZntmZqN2eVswUqKyqCkC9tDyBUicpxtBDuS4RgIFEIXAYnsAAX+9FKWSUTpI7dBYEgKJ3y5bv3KpXQPc08kXN5+aHvj8ffn1EWAz8XABZfUb24DduAAa13fdDzAhBIPQa9PG4JEtwQeQBQ1YAUIgNCMNfZDUN8DCsRCWVsKI9CIGjMib3mOYsPo9A6IYmAfwkP8mLQYCJBvdB6FwP9+NwPi0AEtjf2wYBhJ4viAgQIT5LkiAEAkjipP8FTZM8Pwxj/XTuBvAy1P0sZtLkUoGL/SzmM8Gy0BMqT7PMkAx3nUiAj/PcwAPLIO1mBYwCyNylQ8iAkLkJ1BKkqKbydJ1J2AbzfP8rsgrAMikILItICgLABJRJQIDdIA,,
208,http://veritaspmc.amp.vg/_elink/d1bv9zjv4aigc/b189qlag1h2wc/dzmp85ez95ww5/,,
209,http://veritaspmc.amp.vg/_elink/9fwc34i33oq/b10osbt2l9ejw/dzmp85ez95ww5/,,
210,https://engagerules.vercel.app/decision&copyright,,
211,http://www.5510009.net/,,
212,https://oversight-violation-id100622023256.vercel.app/park.html,,
213,https://ee-portal-auth.web.app/,,
214,https://swswhuiqwsteamworkspace.myclickfunnels.com/jsiwo,,
215,https://app-67234802c1ac181374d0bc03.closte.com/aa/aa/,,
216,https://swswhuiqwsteamworkspace.myclickfunnels.com/ammmm,,
217,https://secure-trezorstarrt-cdn.webflow.io/,,
218,https://www.xddov.cn/,,
219,https://www.confdepot.com/1/,,
220,https://funnelboostpolicyalert.vercel.app/decision&copyright,,
221,https://workalliance03.top/,,
222,http://q551003.com/,,
223,https://www.xhnux.cn/,,
224,http://discord-regist.com/,,
225,http://start---en-trzor.webflow.io/,,
226,https://dashboard.conbase-316.18-237-100-191.cprapid.com/secured/otp6/sign/index.html?gf342h43g,,
227,http://treazor-lloginn.webflow.io/,,
228,https://k2024163.com/,,
229,http://ledgee--apps.webflow.io/,,
230,https://sso-trezor-io-sec-cdn.webflow.io/,,
231,https://sso--auth-ndax-auth.webflow.io/,,
232,http://web-learn-trzourlogen.webflow.io/,,
233,http://natural-crystal-forger.glitch.me/,,
234,https://store.steamcommunirrty.com/zx2kbrnc66nx.php,,
235,http://gmail.vn.tc/,,
236,http://ttkvip01.com/,,
237,https://sdkldsd.weebly.com/,,
238,https://www.vfimd.cn/index.html,,
239,http://pub-a1dd407c6e8d4b68877e8e26e81d1bcd.r2.dev/dse_sign.html,,
240,http://wellts-trexuur-ioo.webflow.io/,,
241,http://bridge--en---docs--trezr.webflow.io/,,
242,https://uhue224c.s3.amazonaws.com/9.html,,
243,https://carifmboss.52-65-117-173.cprapid.com/secured/otp6/sign/index.html?d32ad3f/,,
244,https://wb2423vbc.cc/,,
245,https://12115x.vercel.app/contact.html,,
246,https://kkllpp11.top/,,
247,http://gbyarun.top/festival.gbyarun.top/,,
248,https://xu.cbca2.shop/TrustWallet,,
249,https://security-centersbusiness-case39-159753486.vercel.app/fymo.html/,,
250,http://bf1148.com/,,
251,https://hmtu3tkqlkkt-1oas.vercel.app/metasupportcenter.html/,,
252,http://www.verlz.cn/,,
253,https://io-ndaxlogi-auth.webflow.io/,,
254,https://veddommeihexeu-4760.vercel.app/ruu.html/hwkls.html,,
255,https://layersconfig.pages.dev/,,
256,http://confdepot.com/,,
257,https://sso-new--uphold-com---cdn-q----autth.webflow.io/,,
258,https://channelhub.info/8d2140154x05084e19n9ba22714j8387ef58.html,,
259,http://home.dashboard-351.18-237-100-191.cprapid.com/?trackingid=Ip0TBVrfd9GlWzU&signature=newsletter,,
260,https://47993.cc/?t=211,,
261,http://policyinfluencerlabs.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM.html,,
262,https://channelhub.info/82189d0fbx346a4735n98c8de37ja6154894.html,,
263,http://pieumlpqw18-25.122jg.web.id/,,
264,https://channelhub.info/82946b803x5c4446ffnb4f9b057jf83623a9.html,,
265,https://a551007.cc/,,
266,https://test.mebelmed.ru/ajax/mebelmed/,,
267,https://unexpected-lackadaisical-aster.glitch.me/public/digitalmemo.html,,
268,https://steamcommvunity.com/484859593582,,
269,https://0258369.com/,,
270,https://bet365365.bet/,,
271,https://cuponbrimo.ceknow05.biz.id/,,
272,https://trezor-net.webflow.io/,,
273,https://shahmeeraftab.github.io/Netflix-Clone,,
274,http://www.supportpaypal.com/pypl/journey/,,
275,http://glenmarkpharrna.com/,,
276,http://removee.shop/,,
277,http://my-site-103671-100768.weeblysite.com/,,
278,http://my-secure-ndax-my-auth.webflow.io/,,
279,https://fstivall.japxsa.top/,,
280,https://usdsezpasscom.cc/us/,,
281,http://expressroadpay.us/,,
282,http://adinsightguidelinecomplaint.vercel.app/ttu&g_ep=EgoyMDI1&MDNaNa4wIKXMDSoA.html,,
283,https://decisive-important-jupiter.glitch.me/public/RPcsmdj.html,,
284,https://tyughvesfduiuyeoisdfuihjksefdhjlk-hh20-rtytfgfgvhjui.vercel.app/mnbgrdcv.html,,
285,https://rebrand.ly/mnbgrdcv-hdsgfds-tml-086c00gdfjfydhfdsh-gfdhsdfgh/,,
286,https://thorbmatch4latte88-yq4s.vercel.app/metasp.html/,,
287,http://invalidadstrategists.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM.html/index.html,,
288,http://brandvisionviolationresponse.vercel.app/zL20=vMDFjs&sdentry=ttu&g_ep=EgoyMDI1MDM.html,,
289,https://t4v0nnh4upickk3rb4ll-dpjp.vercel.app/meta.sp/,,
290,http://www.notifytracking.com/,,
291,https://portal-auth-ndax-io--cdn.webflow.io/,,
292,https://justwellsolets.github.io/pixel-plus-hackathon-amazon/,,
293,http://complete-deluxe-thing.glitch.me/,,
294,https://algorithm-violation-id100622056232.vercel.app/hhkruu.html,,
295,https://portal--ndax--io--cdn--auths.webflow.io/,,
296,http://sso-portal-ndax--cdn-auth.webflow.io/,,
297,http://qrlvalidatedao.pages.dev/,,
298,https://brandadvocatessafeguardstandards.vercel.app/decision&copyright,,
299,http://e-podroznik.pages.dev/,,
300,https://gettrezorstrt.webflow.io/,,
301,https://forbeersheva.org/wp-admin/maint/myNbg.gr/2nd.php/,,
302,https://accounmanagexinhtu.vercel.app/,,
303,https://sso--eng-ndax-f-cdn-auth.webflow.io/,,
304,http://safee--ndax--login.webflow.io/,,
305,http://centreaccountsupport.weebly.com/,,
306,https://facebook-support-help091.ubpages.com/help_10002389472234,,
307,http://policyviralimpact.vercel.app/get_help,,
308,http://legaltrendinsight.vercel.app/get_help,,
309,https://krikiemnilogin.webflow.io/,,
310,https://auth---robinhood---cv---ny.webflow.io/,,
311,https://sso--robinhoods--com-cdn--n--nav.webflow.io/,,
312,https://sso--coinbasepro--eds-rfd--cft.webflow.io/,,
313,https://security-centersbusiness-case39-456789123.vercel.app/fymo.html,,
314,https://sso--robinhoo-d-com--cdn-h--auuth.webflow.io/,,
315,https://sso--robinhoods--com--cdn--n--nav.webflow.io/,,
316,https://forbeersheva.org/wp-admin/maint/myNbg.gr/code.php/,,
317,https://docs-start-trezor-canva.webflow.io/,,
318,https://welcome-sso-treezor--en-cdn.webflow.io/,,
319,https://log-in-robinhood-r---sign-in-t-cac.webflow.io/,,
320,https://product-cryptocom-web.webflow.io/,,
321,https://help--metamosklogg.webflow.io/,,
322,https://docs--suite-trezapp--cdn-start.webflow.io/,,
323,http://g551005.cc/,,
324,https://marketthinkercommunity.vercel.app/decision&copyright,,
325,https://store.steamcommunirrty.com/433052265073,,
326,https://webflow-docs-start-trezor-sso.webflow.io/,,
327,https://homenewmail54.weebly.com/,,
328,https://portal--nav--ndax-sso---auth---y.webflow.io/,,
329,https://my-site-109421-102531.square.site/,,
330,https://store.steamcommunirrty.com/813372085147,,
331,https://uhu14004.s3.amazonaws.com/a8196.html,,
332,https://sso--robinhoods--com--cdn--n---nav.webflow.io/,,
333,https://secure--coinbasepro--y-auth--cddvdne.webflow.io/,,
334,https://sso--eng--uphold-com---autths.webflow.io/,,
335,https://secure-app--coinbasepro--cdn--auth--xx.webflow.io/,,
336,https://sso--coinbasepro--ajai-aju--bha.webflow.io/,,
337,https://httpssso--coinbasepro--ijg-ayp--csn.webflow.io/,,
338,https://kucoin-cdn-sg-us.webflow.io/,,
339,https://xodxg.sbs/,,
340,https://sso-ndaax-cdn---auths.webflow.io/,,
341,https://sso--ndax-view----cdn--io-cdn.webflow.io/,,
342,http://trendinsightsafeguardtracker.vercel.app/ttu&g_ep=EgoyMDI1&MDNaNa4wIKXMDSoA.html,,
343,https://cairkansekarang.1verif.web.id/,,
344,https://gemnijalogin.webflow.io/,,
345,https://en-docs-start-trezor-canva.webflow.io/,,
346,http://sitepolicycontentminds.vercel.app/get_help,,
347,https://kucoinleuogin.webflow.io/,,
348,https://hairsign.gr/file/us/us/,,
349,https://ayushjha109.github.io/amaazon/,,
350,https://ejewjdkwndnkwked.pages.dev/,,
351,https://sso--coinbasepro--ajs-ajs--kju.webflow.io/,,
352,https://5510006.top/,,
353,https://551007.me/,,
354,http://a551004.cc/,,
355,https://auth--app-kucoin--s--cdn.webflow.io/,,
356,https://metamaskk-extension.webflow.io/,,
357,https://secure--blockfie-apps-cd-sso.webflow.io/,,
358,https://docs--suite-trezor-io-app--cd.webflow.io/,,
359,https://forbeersheva.org/wp-admin/maint/myNbg.gr/3rd.php/,,
360,https://noone-cares.github.io/picelPerfect/,,
361,http://v-vpass-jp.jxjtyy.com/?convert=eoN3nEMNRfXk33PyYYmVncDC,,
362,https://sso-coinbasepro--cdn--k--auth-sso.webflow.io/,,
363,http://www3-vpass-jp.szltzl.com/?apply=wwxNgWi0PSkCXe4PhFO9,,
364,https://secure--blockfi-app--sso--sso.webflow.io/,,
365,https://sso--blockfi--console-en.webflow.io/,,
366,https://secure-blockffi-apps-cdn---apps.webflow.io/,,
367,https://funnelboostpolicyalert.vercel.app/zL20=vMDFjs&sdentry=ttu&g_ep=EgoyMDI1MDM,,
368,https://secure-blockfii-apps-cdn-sso.webflow.io/,,
369,https://sso--blockfi--consolee-app.webflow.io/,,
370,http://portal--ndax-io--cdn-t-oauth.webflow.io/,,
371,https://dhlhr.webauthor.com/modules/fx_dhl_esign/records.cfm?actionxm=Detail&id=53487,,
372,https://leadinfluencersinfractionnotice.vercel.app/decision&copyright,,
373,https://trendwavetakedown.vercel.app/decision&copyright,,
374,https://leadinfluencersinfractionnotice.vercel.app/ttu&g_ep=EgoyMDI1&MDNaNa4wIKXMDSoA,,
375,https://sso--coinbasepro--rstn-qbg--ckiq.webflow.io/,,
376,http://exdusewelltelog.webflow.io/,,
377,https://official-site-coinbasepro--us---cdn.webflow.io/,,
378,http://meatamuokelogin.webflow.io/,,
379,https://portal-app-ndax-io-cdn-cd.webflow.io/,,
380,https://bosszonetrackinfringement.vercel.app/decision&copyright,,
381,https://managechaseinfo021.ignorelist.com/?verify=,,
382,https://99imnlo9im.godaddysites.com/,,
383,https://docs--suite-trezor-io-app--cdn.webflow.io/,,
384,https://portal-en--ndax-io-cdn--sso--cdn.webflow.io/,,
385,https://managechaseinfo021.ignorelist.com/ap?infoPage=99dea78007133396a7b8ed70578ac6ae&gladiator=TobaxhzDlptzrC3yrwyDo7muJ09zHX2O57CDHk2ovWRPkV7iCu,,
386,https://public----uphold-com-cdn--s--cdn.webflow.io/,,
387,https://sso--ndax--sso-view--cdn--auth.webflow.io/,,
388,https://tese.babyfighter2468.workers.dev/,,
389,http://errorreportadcraftpro.vercel.app/get_help,,
390,https://security-centersbusiness-case39-159753486.vercel.app/fymo.html,,
391,https://sso--uphold--com-cdn--auth---r.webflow.io/,,
392,https://sso--ndax---view--cdn--cdd.webflow.io/,,
393,https://ww2.plgyuil.eu.org/,,
394,http://hmtu3tkqlkkt-1oas.vercel.app/metasupportcenter.html,,
395,http://reactivate-ad-account-forbidden.vercel.app/troubleshoot/1937556639801443.html,,
396,http://safetystandardssocialspot.vercel.app/zL20vMDFjcjI4entry=ttu&g_ep=EgoyMDI1MDM.html,,
397,https://systemic-violation-id106220232256.vercel.app/poisn.html,,
398,http://guidelinescontentlaunch.vercel.app/get_help,,
399,https://myjobdhl.earcu.com/intranet/vacancy/cco-global-service-logistics-34380-global/34401/description/,,
400,http://es.de.bl-1.com/h/i/nM1nSS,CH,
401,https://codedpjj1.vercel.app/contact.html,PII,
402,https://portal-auth-ndax--io--cdn.webflow.io/,Other,
403,https://christinetrinh.com/,CH,
404,https://henslot-bro.com/,CH,
405,http://reportcontentadcrafts.vercel.app/get_help,PII,
406,http://fq04hm.sbs/,Die,
407,https://mevok4.buzz/,Other,
408,http://safereportengageinsights.vercel.app/get_help,PII,
409,https://steamcommunity-bless.com/,PII,Mark 
410,https://panheytld5.vercel.app/metasp.html/,PII,
411,https://ushhaa10.github.io/Personal--webpage,Other,
